Prov/Terr,FED ID,Federal Electoral Districts_x,Total,Total Income,Net Income,Taxable Income,Income per Resident,Province,Federal Electoral Districts_y,Population,Electors,Polling Stations,Valid Ballots,Percentage of Valid Ballots,Rejected Ballots,Percentage of Rejected Ballots,Total Ballots Cast,Percentage of Voter Turnout,Party Won
35,35038,Hamilton West--Ancaster--Dundas,88560,4847278000,4404333000,4309636000,54734.39476,Ontario,Hamilton West--Ancaster--Dundas,109535,86222,228,62279,99.6,272,0.4,62551,72.5,Liberal
35,35039,Hastings--Lennox and Addington,78100,3207135000,2943083000,2815510000,41064.46863,Ontario,Hastings--Lennox and Addington,92528,72972,219,49797,99.6,199,0.4,49996,68.5,Liberal
35,35040,Huron--Bruce,88380,4331066000,3976345000,3814160000,49005.04639,Ontario,Huron--Bruce,104842,80731,244,58245,99.6,232,0.4,58477,72.4,Conservative
35,35041,Kanata--Carleton,85640,5261189000,4723554000,4644885000,61433.78094,Ontario,Kanata--Carleton,100846,80433,210,63323,99.7,191,0.3,63514,79,Liberal
35,35042,Kenora,45060,1697946000,1560383000,1479011000,37681.89081,Ontario,Kenora,55977,44306,152,30752,99.5,144,0.5,30896,69.7,Liberal
35,35043,King--Vaughan,102100,5979322000,5497144000,5364831000,58563.38883,Ontario,King--Vaughan,109235,86158,231,54686,99.5,290,0.5,54976,63.8,Liberal
35,35044,Kingston and the Islands,90040,4376904000,3973558000,3838741000,48610.66193,Ontario,Kingston and the Islands,116996,93872,255,65772,99.6,242,0.4,66014,70.3,Liberal
35,35045,Kitchener Centre,83150,3532460000,3276052000,3149880000,42482.98256,Ontario,Kitchener Centre,102433,77887,214,52280,99.4,292,0.6,52572,67.5,Liberal
35,35046,Kitchener--Conestoga,78600,4027959000,3704615000,3613979000,51246.29771,Ontario,Kitchener--Conestoga,93827,69166,213,47699,99.5,227,0.5,47926,69.3,Conservative
35,35047,Kitchener South--Hespeler,81290,3844778000,3547323000,3451661000,47297.05991,Ontario,Kitchener South--Hespeler,97673,72953,193,47829,99.5,259,0.5,48088,65.9,Liberal
35,35048,Lambton--Kent--Middlesex,86210,3908724000,3593474000,3433798000,45339.56618,Ontario,Lambton--Kent--Middlesex,105919,81135,256,56363,99.6,224,0.4,56587,69.7,Conservative
35,35049,Lanark--Frontenac--Kingston,82160,3849074000,3511632000,3397839000,46848.51509,Ontario,Lanark--Frontenac--Kingston,98409,79461,231,57240,99.6,222,0.4,57462,72.3,Conservative
35,35050,Leeds--Grenville--Thousand Islands and Rideau Lakes,81710,3677520000,3373000000,3252842000,45006.97589,Ontario,Leeds--Grenville--Thousand Islands and Rideau Lakes,99306,79669,236,56436,99.7,189,0.3,56625,71.1,Conservative
35,35051,London--Fanshawe,91620,3331623000,3108448000,2961487000,36363.4905,Ontario,London--Fanshawe,119334,87298,233,54745,99.5,283,0.5,55028,63,NDP
35,35052,London North Centre,96950,4571327000,4196850000,4039413000,47151.38731,Ontario,London North Centre,118079,92950,242,64271,99.6,267,0.4,64538,69.4,Liberal
35,35053,London West,99890,4990048000,4534659000,4405655000,49955.43097,Ontario,London West,119090,93138,248,68027,99.6,286,0.4,68313,73.3,Liberal
35,35054,Markham--Stouffville,96520,5168844000,4691025000,4587503000,53552.05139,Ontario,Markham--Stouffville,109780,87952,229,59773,99.7,189,0.3,59962,68.2,Liberal
35,35055,Markham--Thornhill,84750,3417755000,3148981000,3025567000,40327.49263,Ontario,Markham--Thornhill,102221,70864,190,42857,99.4,240,0.6,43097,60.8,Liberal
35,35056,Markham--Unionville,98800,4834529000,4391819000,4266025000,48932.47976,Ontario,Markham--Unionville,104693,82965,228,49839,99.5,246,0.5,50085,60.4,Conservative
35,35057,Milton,82150,4490002000,4122857000,4052127000,54656.14121,Ontario,Milton,88065,72329,187,49308,99.6,210,0.4,49518,68.5,Conservative
35,35058,Mississauga Centre,101580,3912066000,3625682000,3507350000,38512.16775,Ontario,Mississauga Centre,118756,83787,221,51852,99.3,342,0.7,52194,62.3,Liberal
35,35059,Mississauga East--Cooksville,95820,3713512000,3453127000,3327547000,38755.08245,Ontario,Mississauga East--Cooksville,121792,82765,217,51917,99.5,287,0.5,52204,63.1,Liberal
35,35060,Mississauga--Erin Mills,96730,4460306000,4086715000,3989182000,46110.88597,Ontario,Mississauga--Erin Mills,117199,83062,209,55347,99.6,245,0.4,55592,66.9,Liberal
35,35061,Mississauga--Lakeshore,92900,5889927000,5403190000,5266230000,63400.72121,Ontario,Mississauga--Lakeshore,118893,86675,250,59273,99.5,271,0.5,59544,68.7,Liberal
35,35062,Mississauga--Malton,95640,3473094000,3233620000,3118589000,36314.2409,Ontario,Mississauga--Malton,118046,75277,184,44256,99.5,237,0.5,44493,59.1,Liberal
35,35063,Mississauga--Streetsville,93020,4561079000,4186504000,4096651000,49033.31542,Ontario,Mississauga--Streetsville,118757,83361,209,55999,99.6,217,0.4,56216,67.4,Liberal
35,35064,Nepean,90110,4983268000,4482197000,4399689000,55302.05305,Ontario,Nepean,104775,84049,214,64888,99.6,262,0.4,65150,77.5,Liberal
35,35065,Newmarket--Aurora,94160,5060597000,4623863000,4533536000,53744.65803,Ontario,Newmarket--Aurora,109457,83351,224,56464,99.5,257,0.5,56721,68.1,Liberal
35,35066,Niagara Centre,89880,3556834000,3276286000,3131408000,39573.14197,Ontario,Niagara Centre,105860,83799,230,54682,99.4,323,0.6,55005,65.6,Liberal
35,35067,Niagara Falls,111940,4680413000,4300246000,4129262000,41811.80096,Ontario,Niagara Falls,128357,103291,270,64711,99.5,353,0.5,65064,63,Conservative
35,35068,Niagara West,71560,3812219000,3472166000,3394428000,53273.0436,Ontario,Niagara West,86533,69414,187,50657,99.5,242,0.5,50899,73.3,Conservative
35,35069,Nickel Belt,75910,3617840000,3327151000,3218858000,47659.59689,Ontario,Nickel Belt,90962,73466,208,49113,99.6,192,0.4,49305,67.1,Liberal
35,35070,Nipissing--Timiskaming,74240,3189110000,2929834000,2798231000,42956.76185,Ontario,Nipissing--Timiskaming,90996,71879,206,48875,99.5,224,0.5,49099,68.3,Liberal
35,35071,Northumberland--Peterborough South,93960,4406963000,4023155000,3909101000,46902.54364,Ontario,Northumberland--Peterborough South,107840,89605,277,63609,99.6,267,0.4,63876,71.3,Liberal
35,35072,Oakville,95880,7848354000,7192647000,7009354000,81856.00751,Ontario,Oakville,119649,88425,250,64703,99.6,245,0.4,64948,73.4,Liberal
35,35073,Oakville North--Burlington,96830,6421587000,5841165000,5755201000,66318.15553,Ontario,Oakville North--Burlington,114378,85747,233,60796,99.6,272,0.4,61068,71.2,Liberal
35,35074,Oshawa,98650,4085017000,3772542000,3626390000,41409.19412,Ontario,Oshawa,125771,96372,264,60686,99.6,228,0.4,60914,63.2,Conservative
35,35075,Ottawa Centre,89910,6072413000,5483153000,5302230000,67538.79435,Ontario,Ottawa Centre,113619,94858,261,75500,99.5,386,0.5,75886,80,Liberal
35,35076,Orléans,99430,5780594000,5168763000,5087324000,58137.32274,Ontario,Orléans,119247,97144,253,77988,99.7,272,0.3,78260,80.6,Liberal
35,35077,Ottawa South,92940,4501795000,4075112000,3931861000,48437.64794,Ontario,Ottawa South,121894,88368,228,64649,99.5,351,0.5,65000,73.6,Liberal
35,35078,Ottawa--Vanier,87460,4457967000,4051840000,3862419000,50971.49554,Ontario,Ottawa--Vanier,110999,86591,251,63355,99.3,418,0.7,63773,73.6,Liberal
35,35079,Ottawa West--Nepean,87410,4319685000,3920524000,3795346000,49418.65919,Ontario,Ottawa West--Nepean,111881,84557,227,62913,99.5,307,0.5,63220,74.8,Liberal
35,35080,Oxford,91960,4208762000,3907396000,3760707000,45767.31187,Ontario,Oxford,108656,84045,234,56850,99.6,241,0.4,57091,67.9,Conservative
35,35081,Parkdale--High Park,80310,4954971000,4544296000,4410654000,61698.05753,Ontario,Parkdale--High Park,105103,80262,215,58567,99.5,269,0.5,58836,73.3,Liberal
35,35082,Parry Sound--Muskoka,76960,3310324000,3034661000,2920420000,43013.56549,Ontario,Parry Sound--Muskoka,91263,76070,220,51279,99.7,134,0.3,51413,67.6,Conservative
35,35083,Perth--Wellington,80340,3634344000,3377017000,3243559000,45237.04257,Ontario,Perth--Wellington,104912,76496,223,51851,99.6,186,0.4,52037,68,Conservative
35,35084,Peterborough--Kawartha,94560,4117697000,3767554000,3621162000,43545.86506,Ontario,Peterborough--Kawartha,115269,93190,267,66542,99.7,190,0.3,66732,71.6,Liberal
35,35085,Pickering--Uxbridge,89290,4846666000,4426738000,4334327000,54280.05376,Ontario,Pickering--Uxbridge,109344,86036,238,59159,99.6,222,0.4,59381,69,Liberal
35,35086,Renfrew--Nipissing--Pembroke,83250,3642525000,3323588000,3199687000,43754.05405,Ontario,Renfrew--Nipissing--Pembroke,102537,78959,233,57159,99.5,264,0.5,57423,72.7,Conservative
35,35087,Richmond Hill,94050,4568390000,4160087000,4020496000,48574.05635,Ontario,Richmond Hill,108658,80834,233,49113,99.5,253,0.5,49366,61.1,Liberal
35,35088,Carleton,80520,5243941000,4710816000,4625144000,65125.94386,Ontario,Carleton,89522,74185,193,59239,99.7,196,0.3,59435,80.1,Conservative
35,35089,St. Catharines,89920,3676171000,3387534000,3245343000,40882.68461,Ontario,St. Catharines,110596,85377,225,57591,99.6,243,0.4,57834,67.7,Liberal
35,35090,Toronto--St. Paul's,85310,7638269000,7088125000,6927690000,89535.44719,Ontario,Toronto--St. Paul's,103983,78885,205,56972,99.6,252,0.4,57224,72.5,Liberal
35,35091,Sarnia--Lambton,84230,4277838000,3904788000,3776851000,50787.58162,Ontario,Sarnia--Lambton,106293,81362,232,58125,99.5,267,0.5,58392,71.8,Conservative
35,35092,Sault Ste. Marie,65350,2777589000,2558559000,2447735000,42503.27467,Ontario,Sault Ste. Marie,82052,64365,177,43757,99.5,200,0.5,43957,68.3,Liberal
35,35093,Scarborough--Agincourt,89080,2910182000,2695284000,2539479000,32669.30849,Ontario,Scarborough--Agincourt,104499,70355,195,41556,99.4,248,0.6,41804,59.4,Liberal
35,35094,Scarborough Centre,85180,2762751000,2584847000,2441744000,32434.26861,Ontario,Scarborough Centre,108826,71847,193,45029,99.1,407,0.9,45436,63.2,Liberal
35,35095,Scarborough--Guildwood,77850,2549774000,2372099000,2237639000,32752.39563,Ontario,Scarborough--Guildwood,101914,65217,179,41917,99.5,198,0.5,42115,64.6,Liberal
35,35096,Scarborough North,80560,2357884000,2196804000,2059849000,29268.66931,Ontario,Scarborough North,101080,65651,169,39188,99.5,216,0.5,39404,60,Liberal
35,35097,Scarborough--Rouge Park,84020,3294447000,3033624000,2904364000,39210.27136,Ontario,Scarborough--Rouge Park,102646,73347,201,49655,99.5,235,0.5,49890,68,Liberal
35,35098,Scarborough Southwest,86470,3299653000,3064314000,2907043000,38159.51197,Ontario,Scarborough Southwest,106733,73580,217,48766,99.4,277,0.6,49043,66.7,Liberal
35,35099,Simcoe--Grey,105510,5156749000,4731819000,4603076000,48874.50479,Ontario,Simcoe--Grey,116307,97975,271,65747,99.7,225,0.3,65972,67.3,Conservative
35,35100,Simcoe North,94290,3986723000,3659588000,3527448000,42281.50387,Ontario,Simcoe North,108672,86859,255,57071,99.7,189,0.3,57260,65.9,Conservative
35,35101,Spadina--Fort York,87830,6350049000,5880449000,5753022000,72299.31686,Ontario,Spadina--Fort York,82480,79917,228,55148,99.5,268,0.5,55416,69.3,Liberal
35,35102,Stormont--Dundas--South Glengarry,84040,3362672000,3103000000,2949416000,40012.75583,Ontario,Stormont--Dundas--South Glengarry,100913,79274,240,53066,99.6,234,0.4,53300,67.2,Conservative
35,35103,Sudbury,73130,3396010000,3118870000,2996792000,46437.98715,Ontario,Sudbury,92048,73050,213,49629,99.6,209,0.4,49838,68.2,Liberal
35,35104,Thornhill,94310,5182872000,4720534000,4596889000,54955.69929,Ontario,Thornhill,110427,81672,222,54491,99.4,324,0.6,54815,67.1,Conservative
35,35105,Thunder Bay--Rainy River,65310,2845156000,2609660000,2507561000,43563.86465,Ontario,Thunder Bay--Rainy River,82984,63708,193,42083,99.6,176,0.4,42259,66.3,Liberal
35,35106,Thunder Bay--Superior North,66490,3035933000,2784599000,2680309000,45659.99398,Ontario,Thunder Bay--Superior North,82827,65195,207,44608,99.6,178,0.4,44786,68.7,Liberal
35,35107,Timmins--James Bay,63070,2775540000,2581402000,2458295000,44007.29348,Ontario,Timmins--James Bay,83104,61411,183,37271,99.3,266,0.7,37537,61.1,NDP
35,35108,Toronto Centre,83760,4493901000,4164856000,3996384000,53652.11318,Ontario,Toronto Centre,93971,73351,231,50602,99.5,266,0.5,50868,69.3,Liberal
35,35109,Toronto--Danforth,80010,4546031000,4149589000,4020567000,56818.28521,Ontario,Toronto--Danforth,104017,78540,202,55581,99.5,269,0.5,55850,71.1,Liberal
35,35110,University--Rosedale,93200,7811056000,7213536000,6908563000,83809.61373,Ontario,University--Rosedale,98605,77205,220,55925,99.5,300,0.5,56225,72.8,Liberal
35,35111,Vaughan--Woodbridge,84130,4412216000,4059962000,3953484000,52445.21574,Ontario,Vaughan--Woodbridge,105450,74742,193,47298,99.1,438,0.9,47736,63.9,Liberal
35,35112,Waterloo,86960,4805754000,4380383000,4294362000,55263.96044,Ontario,Waterloo,103192,81988,229,59849,99.7,198,0.3,60047,73.2,Liberal
35,35113,Wellington--Halton Hills,93670,5538770000,5074339000,4968900000,59130.67151,Ontario,Wellington--Halton Hills,115880,90117,251,63812,99.7,185,0.3,63997,71,Conservative
35,35114,Whitby,96780,5441127000,4943700000,4858221000,56221.6057,Ontario,Whitby,122022,92465,248,64516,99.6,235,0.4,64751,70,Liberal
35,35115,Willowdale,108170,4634908000,4278440000,4147610000,42848.36831,Ontario,Willowdale,109680,76301,205,45953,99.5,251,0.5,46204,60.6,Liberal
35,35116,Windsor--Tecumseh,92520,4117035000,3805518000,3650608000,44498.86511,Ontario,Windsor--Tecumseh,115528,87644,243,53344,99.6,209,0.4,53553,61.1,NDP
35,35117,Windsor West,96530,3599291000,3348962000,3159381000,37286.76059,Ontario,Windsor West,118973,86166,228,46905,99.4,284,0.6,47189,54.8,NDP
35,35118,York Centre,85790,3553369000,3298257000,3158060000,41419.38454,Ontario,York Centre,100277,65832,194,42944,99.3,319,0.7,43263,65.7,Liberal
35,35119,York--Simcoe,81930,3904321000,3608945000,3521740000,47654.35128,Ontario,York--Simcoe,94616,76055,205,47879,99.5,232,0.5,48111,63.3,Conservative
35,35120,York South--Weston,91260,3025039000,2852149000,2666436000,33147.47973,Ontario,York South--Weston,116606,72097,189,43706,99.2,362,0.8,44068,61.1,Liberal
35,35121,Humber River--Black Creek,86940,2416132000,2297798000,2114879000,27790.79825,Ontario,Humber River--Black Creek,108198,62928,184,35859,99.1,333,0.9,36192,57.5,Liberal
TOTAL,,,10679920,5.18117E+11,4.75957E+11,4.60353E+11,48513.19111,,,,,,,,,,,,
46,46001,Brandon--Souris,68540,2957304000,2730020000,2619530000,43147.12577,Manitoba,Brandon--Souris,83814,61327,192,41106,99.6,150,0.4,41256,67.3,Conservative
46,46002,Charleswood--St. James--Assiniboia--Headingley,65430,3398231000,3099053000,3044372000,51936.89439,Manitoba,Charleswood--St. James--Assiniboia--Headingley,81864,64081,177,47157,99.6,195,0.4,47352,73.9,Liberal
46,46003,Churchill--Keewatinook Aski,56120,1426778000,1327121000,1209050000,25423.69922,Manitoba,Churchill--Keewatinook Aski,85148,51994,147,29944,99.2,252,0.8,30196,58.1,NDP
46,46004,Dauphin--Swan River--Neepawa,65930,2449575000,2284317000,2137985000,37154.17867,Manitoba,Dauphin--Swan River--Neepawa,87374,63926,263,41598,99.6,160,0.4,41758,65.3,Conservative
46,46005,Elmwood--Transcona,71790,2883052000,2667699000,2611232000,40159.52082,Manitoba,Elmwood--Transcona,85906,65961,185,43086,99.6,182,0.4,43268,65.6,NDP
46,46006,Kildonan--St. Paul,67890,3221055000,2948777000,2885056000,47445.20548,Manitoba,Kildonan--St. Paul,81794,62299,193,43875,99.6,161,0.4,44036,70.7,Liberal
46,46007,Portage--Lisgar,69620,2816816000,2624573000,2494022000,40459.86785,Manitoba,Portage--Lisgar,91019,63180,204,41187,99.6,159,0.4,41346,65.4,Conservative
46,46008,Provencher,76390,3269232000,3031568000,2945917000,42796.59641,Manitoba,Provencher,88640,66108,177,44745,99.6,169,0.4,44914,67.9,Conservative
46,46009,Saint Boniface--Saint Vital,71200,3497956000,3202427000,3126677000,49128.59551,Manitoba,Saint Boniface--Saint Vital,84353,66205,196,48823,99.7,152,0.3,48975,74,Liberal
46,46010,Selkirk--Interlake--Eastman,75550,3233295000,2976506000,2882405000,42796.75711,Manitoba,Selkirk--Interlake--Eastman,91463,72259,271,49363,99.6,216,0.4,49579,68.6,Conservative
46,46011,Winnipeg Centre,69120,2200645000,2070692000,1942076000,31838.0353,Manitoba,Winnipeg Centre,82026,56988,162,33885,99.2,281,0.8,34166,60,Liberal
46,46012,Winnipeg North,73320,2327103000,2183410000,2088849000,31738.99345,Manitoba,Winnipeg North,88616,58573,160,33964,99.2,269,0.8,34233,58.4,Liberal
46,46013,Winnipeg South,80620,3824118000,3475596000,3421261000,47433.86257,Manitoba,Winnipeg South,85540,64595,179,48199,99.6,203,0.4,48402,74.9,Liberal
46,46014,Winnipeg South Centre,73670,4441830000,4068193000,3989263000,60293.60662,Manitoba,Winnipeg South Centre,90711,70487,198,53571,99.7,188,0.3,53759,76.3,Liberal
TOTAL,,,985170,41946991000,38689952000,37397695000,42578.4291,,,,,,,,,,,,
47,47001,Battlefords--Lloydminster,55270,2392745000,2245703000,2143573000,43291.93052,Saskatchewan,Battlefords--Lloydminster,70034,50917,137,33678,99.5,186,0.5,33864,66.5,Conservative
47,47002,Cypress Hills--Grasslands,54780,2611154000,2444383000,2289901000,47666.19204,Saskatchewan,Cypress Hills--Grasslands,67834,50874,181,36207,99.7,99,0.3,36306,71.4,Conservative
47,47003,Desnethé--Missinippi--Churchill River,48390,1361489000,1272434000,1169244000,28135.75119,Saskatchewan,Desnethé--Missinippi--Churchill River,69471,46824,179,30213,99.7,91,0.3,30304,64.7,NDP
47,47004,Carlton Trail--Eagle Creek,58710,2819331000,2628011000,2522060000,48021.30812,Saskatchewan,Carlton Trail--Eagle Creek,72607,56074,182,40179,99.7,109,0.3,40288,71.8,Conservative
47,47005,Moose Jaw--Lake Centre--Lanigan,60630,3027663000,2809367000,2697937000,49936.7145,Saskatchewan,Moose Jaw--Lake Centre--Lanigan,76106,58335,180,41965,99.7,142,0.3,42107,72.2,Conservative
47,47006,Prince Albert,64010,2720633000,2530961000,2401876000,42503.24949,Saskatchewan,Prince Albert,79344,57794,177,39510,99.7,103,0.3,39613,68.5,Conservative
47,47007,Regina--Lewvan,72160,4032015000,3693070000,3630562000,55876.03936,Saskatchewan,Regina--Lewvan,79587,64325,172,47834,99.6,181,0.4,48015,74.6,NDP
47,47008,Regina--Qu'Appelle,56670,2456465000,2283328000,2165218000,43346.83254,Saskatchewan,Regina--Qu'Appelle,72891,54240,172,36883,99.6,152,0.4,37035,68.3,Conservative
47,47009,Regina--Wascana,67040,3687808000,3392898000,3293719000,55009.06921,Saskatchewan,Regina--Wascana,77208,57504,171,42723,99.6,176,0.4,42899,74.6,Liberal
47,47010,Saskatoon--Grasswood,67120,3782915000,3474229000,3389112000,56360.47378,Saskatchewan,Saskatoon--Grasswood,72010,59665,178,46086,99.7,137,0.3,46223,77.5,Conservative
47,47011,Saskatoon--University,62940,3594118000,3299862000,3223192000,57103.87671,Saskatchewan,Saskatoon--University,76257,58394,152,44773,99.7,130,0.3,44903,76.9,Conservative
47,47012,Saskatoon West,66310,2769759000,2583296000,2456597000,41769.85372,Saskatchewan,Saskatoon West,76704,57021,149,37715,99.6,170,0.4,37885,66.4,NDP
47,47013,Souris--Moose Mountain,59100,3049144000,2847215000,2744293000,51592.96108,Saskatchewan,Souris--Moose Mountain,72058,52963,187,37516,99.7,126,0.3,37642,71.1,Conservative
47,47014,Yorkton--Melville,55370,2371779000,2215149000,2100381000,42835.0912,Saskatchewan,Yorkton--Melville,71270,54475,202,36613,99.7,95,0.3,36708,67.4,Conservative
TOTAL,,,848490,40677018000,37719904000,36227666000,47940.48015,,,,,,,,,,,,
48,48001,Banff--Airdrie,106530,6815209000,6281769000,6169180000,63974.55177,Alberta,Banff--Airdrie,105442,93079,235,66638,99.7,179,0.3,66817,71.8,Conservative
48,48002,Battle River--Crowfoot,95550,4651508000,4358898000,4157662000,48681.40241,Alberta,Battle River--Crowfoot,107140,81746,249,58769,99.7,160,0.3,58929,72.1,Conservative
48,48003,Bow River,87290,4372190000,4089099000,3947418000,50088.09715,Alberta,Bow River,103871,76093,208,49988,99.7,151,0.3,50139,65.9,Conservative
48,48004,Calgary Centre,95670,8468133000,7820241000,7586406000,88513.98558,Alberta,Calgary Centre,108931,87697,215,61249,99.6,227,0.4,61476,70.1,Liberal
48,48005,Calgary Confederation,91090,6432139000,5890611000,5753686000,70613.00911,Alberta,Calgary Confederation,111785,91061,231,66808,99.7,216,0.3,67024,73.6,Conservative
48,48006,Calgary Forest Lawn,84780,3071705000,2905672000,2774288000,36231.48148,Alberta,Calgary Forest Lawn,108251,75336,201,41047,99.2,345,0.8,41392,54.9,Conservative
48,48007,Calgary Heritage,87060,5575717000,5117403000,5007072000,64044.53251,Alberta,Calgary Heritage,108320,80767,202,58430,99.6,228,0.4,58658,72.6,Conservative
48,48008,Calgary Midnapore,96560,6020056000,5538397000,5437568000,62345.23612,Alberta,Calgary Midnapore,111227,87848,224,63562,99.7,179,0.3,63741,72.6,Conservative
48,48009,Calgary Nose Hill,88930,4825103000,4419201000,4317157000,54257.31474,Alberta,Calgary Nose Hill,109286,82243,206,54562,99.5,255,0.5,54817,66.7,Conservative
48,48010,Calgary Rocky Ridge,98930,6300984000,5747004000,5665150000,63691.33731,Alberta,Calgary Rocky Ridge,108901,88007,219,63292,99.7,167,0.3,63459,72.1,Conservative
48,48011,Calgary Shepard,108380,6801903000,6297007000,6195938000,62759.76195,Alberta,Calgary Shepard,110296,98085,244,66351,99.7,208,0.3,66559,67.9,Conservative
48,48012,Calgary Signal Hill,89920,6915277000,6342837000,6216511000,76904.77091,Alberta,Calgary Signal Hill,109647,85530,223,62519,99.7,189,0.3,62708,73.3,Conservative
48,48013,Calgary Skyview,102640,3856584000,3630683000,3530277000,37573.88932,Alberta,Calgary Skyview,110189,74604,181,44993,99.3,310,0.7,45303,60.7,Liberal
48,48014,Edmonton Centre,85400,4786077000,4429053000,4274687000,56043.05621,Alberta,Edmonton Centre,106121,80173,202,53512,99.6,234,0.4,53746,67,Liberal
48,48015,Edmonton Griesbach,88410,3531081000,3315083000,3093313000,39939.83712,Alberta,Edmonton Griesbach,107809,81625,219,47942,99.4,289,0.6,48231,59.1,Conservative
48,48016,Edmonton Manning,91480,4347644000,4038788000,3927250000,47525.62309,Alberta,Edmonton Manning,106262,81361,185,49001,99.6,185,0.4,49186,60.5,Conservative
48,48017,Edmonton Mill Woods,90150,3949052000,3680820000,3583083000,43805.34664,Alberta,Edmonton Mill Woods,106103,74651,191,49517,99.5,227,0.5,49744,66.6,Liberal
48,48018,Edmonton Riverbend,92410,6227539000,5673169000,5577483000,67390.3149,Alberta,Edmonton Riverbend,106302,82290,203,57740,99.7,178,0.3,57918,70.4,Conservative
48,48019,Edmonton Strathcona,79550,4565962000,4184045000,4084787000,57397.38529,Alberta,Edmonton Strathcona,103183,78635,205,55604,99.6,217,0.4,55821,71,NDP
48,48020,Edmonton West,92750,5077796000,4688845000,4587721000,54747.12668,Alberta,Edmonton West,104422,81144,207,53457,99.6,233,0.4,53690,66.2,Conservative
48,48021,Edmonton--Wetaskiwin,122460,6696541000,6208670000,6088779000,54683.49665,Alberta,Edmonton--Wetaskiwin,110644,100871,262,68344,99.7,197,0.3,68541,67.9,Conservative
48,48022,Foothills,82940,5424602000,5029784000,4869334000,65403.93055,Alberta,Foothills,105515,83675,232,60986,99.8,141,0.2,61127,73.1,Conservative
48,48023,Fort McMurray--Cold Lake,80090,6102508000,5745939000,5584073000,76195.62992,Alberta,Fort McMurray--Cold Lake,101538,77960,224,47266,99.7,158,0.3,47424,60.8,Conservative
48,48024,Grande Prairie--Mackenzie,88080,4887638000,4623677000,4321228000,55490.89464,Alberta,Grande Prairie--Mackenzie,106738,82665,208,53343,99.7,158,0.3,53501,64.7,Conservative
48,48025,Lakeland,86610,4298734000,4042905000,3869356000,49633.22942,Alberta,Lakeland,104616,79721,233,54779,99.7,155,0.3,54934,68.9,Conservative
48,48026,Lethbridge,88810,4272705000,3954697000,3820257000,48110.62943,Alberta,Lethbridge,105999,84335,236,56943,99.7,158,0.3,57101,67.7,Conservative
48,48027,Medicine Hat--Cardston--Warner,82880,3760470000,3503164000,3351631000,45372.46622,Alberta,Medicine Hat--Cardston--Warner,102847,77892,220,50650,99.8,118,0.2,50768,65.2,Conservative
48,48028,Peace River--Westlock,80010,3686531000,3478489000,3227353000,46075.87802,Alberta,Peace River--Westlock,108095,77515,227,49519,99.7,170,0.3,49689,64.1,Conservative
48,48029,Red Deer--Mountain View,85240,4628094000,4313270000,4190398000,54294.86157,Alberta,Red Deer--Mountain View,110793,88322,236,62212,99.8,135,0.2,62347,70.6,Conservative
48,48030,Red Deer--Lacombe,91970,4724304000,4436512000,4295879000,51367.88083,Alberta,Red Deer--Lacombe,113693,89092,237,61662,99.7,176,0.3,61838,69.4,Conservative
48,48031,St. Albert--Edmonton,91830,5505929000,5031888000,4943608000,59957.84602,Alberta,St. Albert--Edmonton,105162,85187,221,59208,99.8,146,0.2,59354,69.7,Conservative
48,48032,Sherwood Park--Fort Saskatchewan,94320,6491414000,5961205000,5878620000,68823.30365,Alberta,Sherwood Park--Fort Saskatchewan,111541,90289,266,66686,99.7,180,0.3,66866,74.1,Conservative
48,48033,Sturgeon River--Parkland,100330,5898798000,5482211000,5362107000,58793.95993,Alberta,Sturgeon River--Parkland,105733,86994,238,61537,99.7,157,0.3,61694,70.9,Conservative
48,48034,Yellowhead,70090,3585129000,3383507000,3273060000,51150.36382,Alberta,Yellowhead,98855,76011,245,52525,99.7,161,0.3,52686,69.3,Conservative
TOTAL,,,3099120,1.76555E+11,1.63645E+11,1.58962E+11,56969.39776,,,,,,,,,,,,
59,59001,Abbotsford,80960,3352409000,3122674000,2996747000,41408.21393,British Columba,Abbotsford,96819,69299,181,48124,99.6,202,0.4,48326,69.7,Conservative
59,59002,Burnaby North--Seymour,82080,4311601000,3949299000,3848385000,52529.25195,British Columba,Burnaby North--Seymour,100632,74982,191,52480,99.5,260,0.5,52740,70.3,Liberal
59,59003,Burnaby South,93990,3887715000,3579606000,3467298000,41363.07054,British Columba,Burnaby South,105037,75950,196,45887,99.4,275,0.6,46162,60.8,NDP
59,59004,Cariboo--Prince George,85130,3774654000,3506574000,3389935000,44339.88018,British Columba,Cariboo--Prince George,108252,79517,225,53734,99.6,216,0.4,53950,67.8,Conservative
59,59005,Central Okanagan--Similkameen--Nicola,94040,4206425000,3887053000,3755077000,44730.16801,British Columba,Central Okanagan--Similkameen--Nicola,104398,87600,229,61973,99.7,191,0.3,62164,71,Conservative
59,59006,Chilliwack--Hope,80380,3371568000,3124035000,3002857000,41945.35954,British Columba,Chilliwack--Hope,92734,72874,196,50661,99.7,154,0.3,50815,69.7,Conservative
59,59007,Cloverdale--Langley City,89930,4220377000,3890702000,3793283000,46929.57856,British Columba,Cloverdale--Langley City,100318,78189,188,54075,99.7,186,0.3,54261,69.4,Liberal
59,59008,Coquitlam--Port Coquitlam,98420,4480687000,4109628000,3999829000,45526.1837,British Columba,Coquitlam--Port Coquitlam,110277,85122,208,56511,99.5,287,0.5,56798,66.7,Liberal
